headline,relation,labels
가격거품 뺀 커피 마신다… 가성비 매장 성장세,X,0
'복지'로 돌아간 보건복지부 장관(상보),X,0
"최경환 총리대행, 오늘 정부 메르스 대응조치 발표",O,1
'탄저균도 모자라 지카바이러스까지' 주한미군 규탄한다...,O,1
<힐링 레스토랑>체력보강 · 면역력 강화… 무기력 · 무더위 ‘싹~’,X,0
"LG데이콤, 인터넷전화로 신종플루 정보 제공",O,1
"비즈오션, 고감도‧고속 진단 바이오센서 최신 동향과 상용화 세미나 개최",X,0
국내 8번째 지카바이러스 환자 발생...푸에르토리코서 감염,O,1
"코평화, 바이러스 차단 코마개 출시",O,1
'쿡방' 열풍에 주방용품도 호황… 주방 문화 바꿨다,X,0
"신종플루, 플라즈마 기술로 잡는다",O,1
[유럽개장]델타 변이 우려…장 초반 약보합,O,1
"시민단체 '안아키' 신고…""자연치료라며 아동학대""",X,0
“반려인 능력시험 도전하세요”,X,0
"""성기훈은 왜 456번이었을까"" 오징어게임 시즌2는 언제?",X,0
신종플루 예약 폭주‥증가세 주춤,O,1
"GKL, 고생 끝에 낙이 온다-신영證",X,0
"[선물] 외인,선물매매 오락가락..증시 출렁
",X,0
MBN 09시 주요뉴스,X,0
"G7 정상회의, 6일 독일서 개막 … 우크라이나 사태, 그리스 구제금융 등 논의",X,0
"랩매니저 스토어, 30일까지 '9월 새학기 프로모션'",X,0
"수술 전 간암 항암치료,  면역관리가 관건",X,0
성큼 다가온 가을…코로나19 영향에 관광지 대체로 한산,O,1
[2017 ICT 산업전망 컨퍼런스]주요 발표,X,0
아시아 반도체시장 사스 충격,X,0
에볼라 감염 사망자 4천 명 넘어서…각국 확산 비상,O,1
AI 의심 '출입 금지',O,1
"제주 올레길 완주한 서울에서 온 목수 ""좋다!""",X,0
롯데 위해 '면세점 보고서' 조작?…朴 재판서 공방,X,0
녹십자 4거래일째 강세,X,0
'재확산세' 美 곳곳 병상 부족사태…백신 접종률 낮은 지역들,O,1
"경북교육청, 메르스 비상대책반 구성·운영",O,1
월가 ‘닥터 스톡’의 『추세매매 기법』 완역 출간!,X,0
"박주선 ""문 대통령 위기관리 능력 실망""",X,0
"지난주 확진자 16%, 국내 체류 외국인…비수도권 확진자 전주대비 40% 증가",O,1
"여야, '메르스 민심' 잡기…'차별 대우' 공방도",O,1
"WHO, ""에볼라 사망자 5천명 넘어서…감염자는 1만 4천여명""",O,1
"朴대통령-여 지도부, 전방위 당정청 회의 재가동 합의",X,0
[단독]삼성병원 초기 역학조사 비협조… 보건당국 간부 묵인 정황,O,1
국내 모기 매개 감염병…10명중 9명이 말라리아 환자,O,1
"문재인 ""6·25 65주년, 정부는 메르스도 못 막아""",O,1
"“날 이용하라, 뭐든지 하겠다”",X,0
"식약처, 메르스 예방 허위.과대광고 제품 행정처분",O,1
“지난해 결혼한 5커플 중 1커플은 여성이 연상이었다”,X,0
메르스 환자 발생한 병원 '휴진',O,1
[사설] 영장발부 범법자가 파업 주도하는 나라… 정권도 `공범`,X,0
"킨텍스, 작년 54억원 경상이익..개장 이래 '최대'",X,0
"이종배 의원, 2015 추경에 충북 주요 사업비 반영 ‘성과’",X,0
"메르스 바이러스 감염 의심 환자 중국 출국, 메르스 감염된 아버지 간호하다...",O,1
"의료인이 또 감염, 메르스 확진자 3명 증가",O,1
경복궁·창덕궁·창경궁·덕수궁…7월 한 달 무료,X,0
대한보건협회 창립 60돌 ‘제45회 보건의 날 기념 보건학학술대회’ 개최,X,0
"한국 수출 견고한 추이로 복귀할 것..JP모건
",X,0
“괴담이라더니 메르스 공포 현실화…국가 자체가 거대한 세월호”,O,1
“너도 메르스 걸려봐”…경찰 얼굴에 침뱉은 30대 징역형,O,1
<딸꾹~코스닥>신종 플루~~~上ㆍ上ㆍ上 주가 맞을까요?,X,0
"다섯가구 중 한가구 ""우린 최하층""",X,0
거리두기 연장·추석 가족모임 기준 완화 여부 오전 발표,O,1
"펄어비스·위메이드, 中 판호 발급 중단에 5%대 하락",X,0
신종플루 관련株 강세…코스닥 강보합 유지,O,1
"숭실사이버대학교, ‘최고 경쟁률’ 2021학년도 2학기 강의 정상 개강",X,0
"""지카 바이러스 유럽 확산 막아라"" WHO, 강력한 대책 촉구",O,1
[철원]“행복한 추석 되세요” 철원지역 위문품 전달 잇따라,X,0
황교안 총리 인준안 가결...국회법 개정안 후폭풍 예고,X,0
"포장이사 전 청소, 어떤 이사청소업체가 좋을까?!",X,0
"최저임금 6030원, 노동·경영계 아무도 만족시키지 못한 8.1% 인상",X,0
美증시 비관론 비율 16개월來 최대폭 상승,X,0
6월 19일 뉴스파이터 오프닝,X,0
"美교육부, 마스크 의무화 금지한 5개 주 시민권 침해 여부 조사",O,1
[특징주] 中 판호 발급 중단 소식에 펄어비스·위메이드 하락,X,0
[머니S포토] 오세훈 시장 '전통시장에서 키오스크로 구매 가능',X,0
중국판 '우결' 서울에 뜬다…'루궈아이' 촬영 유치,X,0
"홍용표 ""메르스로 개성공단 생산차질 전혀 없다""",O,1
"충북, 교회·유흥업소 연쇄감염 지속 26명 확진…누적 5463명(종합)",O,1
"삼단봉 휘두르고 흉기 던지고‥""층간 소음 때문에""",X,0
진주시 '진주형 소상공인' 경영환경 개선 나선다,X,0
"[일반] 조간 종합지 주요 뉴스 - 날씨(2일)
",X,0
한나라당 정책위원회 신종플루 대책 현장 방문,O,1
"가을철 야외할동시 진드시 주의…""피부노출 줄여야""",O,1
"[전문] 문재인, 거부권 관련 대국민 호소문",X,0
"오카다 가쓰야 외상, “북핵문제논의, 6자회담 틀 안에서 이뤄져야”",X,0
"""'신종플루'가 멕시코한인 한 데 모았다""",O,1
"20만원 넘는 해외직구 세금 덜 낼 듯‥정부, 과세운임 조정",X,0
"평택·화성·청주·진천·나주 오리농가, AI 확진",O,1
메르스 여파 휴업 전국 700곳 육박…단체활동 무더기 취소·보류,O,1
"서울시, 중국발 신종 AI '비상'…방역 강화",O,1
민주노총 “문재인 정권에 되갚아 줄것”...추투 격화 우려,X,0
소상공인 단체 만난 김무성 대표,X,0
메르스 관계부처 장관회의 결과 및 향후 대책 브리핑,O,1
"상복입은 자영업자들 ""위드 코로나·백신 인센티브 즉각 실시""",O,1
"인도서 첫 에볼라 양성 반응, 혈액검사는 음성이지만 정액검사는 양성…완치 때까지 격리",O,1
"'자유롭게 다녀요""",X,0
에볼라에 홍콩 독감까지…한국 엿보는 제2의 메르스,O,1
"교도소 정문 통해 달아난 20대 절도범, 하루만에 자수",X,0
대전 유치원 메르스 방역,O,1
"부천 메르스 환자 양성 판정, 메르스 비관리대상 30대…방역당국 촉각",O,1
중앙지법 앞에 모인 민주노총 '양경수 석방',X,0
"김부겸 장관, '메르스 확산 막아라'",O,1
새학기 학교감염병 주의보···유행성이하선염·수두 ↑,O,1
‘牛라차차’ 횡성한우축제 10월 1일 개막,X,0
"""9월 주가 강세 지속될 것"" - 푸르덴셜증권",X,0
‘경기국제관광박람회’ 관광의 모든것 보고 즐긴다,X,0
인천서 93명 코로나19 양성…확진자 1명 치료 중 사망,O,1
알루미늄 ‘슈퍼사이클’ 올라탔나…친환경·전기차 덕에 10년 만에 신고가,X,0
"LG생활건강, 더페이스샵 인수하나",X,0
"[속보]""최초환자, 사우디 담만서 바이어 접촉 감염 추정""",X,0
식도암 치료 패러다임 바꿀 연구 나와… 국내 연구팀 주도,X,0
"李대통령 ""신종플루 치밀한 대책 세워야""",O,1
인증샷 '찰칵'..MZ세대 사로잡은 '아트 오브 뱅크시',X,0
"""메르스 증상, 바로 109 신고하세요""",O,1
'LED 株' 상승 끌고 '스마트폰 株' 밀고,X,0
메르스 환자와 같이 입국한 외국인 50여명 연락 안돼 비상,O,1
에볼라 감염 시에라리온 의사 구하기 위해,O,1
[건국대] 폐렴 의심자 10명 추가…원인 아직 몰라,O,1
지카에 놀란 IOC “선수단 긴팔·긴바지 입혀라”,O,1
가수 김장훈 메르스 극복 순창농산물 홍보 나서,O,1
바글바글 10,X,0
"[개장전] 전쟁 이후...
",X,0
신종플루 급속 확산…감염자 21명으로 늘어,O,1
청와대 열감지기 논란 속 朴 대통령 지지율 보니…,O,1
"농어촌체험관광사업 지원 74억원으로 확대
",X,0
[단독]고깃집 환불요구 행패 목사 모녀 4개 혐의 검찰 송치,X,0
원주천 검출 AI 바이러스 ‘저병원성’ 확인,O,1
늙은 광대의 일기···당신은 지금 어떤 표정인가요? [김창길의 사진공책],X,0
브라질산 닭고기 먹으면 지카 감염된다고?,O,1
[사설] 대구경북 메르스 극복하고 일상으로 돌아가자,O,1
추석 코앞인데…배추·무 농사 포기 속출,X,0
국내 신종플루 1천명 '눈앞',O,1
"[리얼타임 아파트]상도동 상도더샵1차, 실거래가 4억 500만원 매매 완료",X,0
경기 김포서 두 번째 '구제역 A형' 확진…내일 일제소독,O,1
교육부장관-시도교육감 간담회 참석하는 유은혜 부총리,X,0
"[교육소식]충북대 화학과 연성범 논문, 국제학술지 게재 등",X,0
"용산소방서, 손소독기 설치로 신종플루 감염 예방",O,1
내년 7월부터 0~5세에 아동수당,X,0
홍준표 '메르스 샴페인'?…'공무원 골프대회' 추진 논란,O,1
"SKT ""메타버스서 즐거운 추석 연휴 보내세요""",O,1
"메르스 확산, 사망자 160여 명… 치사율 30%",O,1
부산 40대男 콜레라 감염…거제와 유전형 일치 확인 중,O,1
"""고창 고병원성 AI 정체 'H5N8' ..국내 첫 상륙""(종합2보)",O,1
가평군 청평면 다함께돌봄센터 개소…양육부담 덜어,X,0
이재명 51.4% '아슬아슬' 과반 지킬까…추석 민심 뒤엉킨다,X,0
"전재희 보건복지부 장관, 신종 플루관련 이회창 총재 예방",O,1
수도권 주한미군 기지서 코로나19 확진자 14명 추가,O,1
[포토] 코로나19 수도권 확산세 지속,O,1
너무 잘 나가는 자식은 '살짝' 부담스러워,X,0
3세미만 신종플루 백신 임상시험 재개,O,1
"정부 ""에볼라 의료대 1진 격리관찰 종료, 일상생활 복귀""",O,1
"홍콩 간 한국여행객 2명 ""메르스 격리 거부""",O,1
6.25일 메르스 일일 현황,O,1
"최경환 ""메르스 조기 차단이 관광업 정상화 해결책""",X,0
전쟁ㆍ사스 확산으로인터넷 수출상담 활기,O,1
변종 플루 출현하면 대책 있을까?,O,1
"[속보]삼성서울병원 “메르스 확산, 국민 여러분께 사죄”",O,1
간추린뉴스,X,0
AI에 뚫린 서울 동물원도 임시휴장,O,1
“학교 가기 싫은데… 신종플루 걸려도 그만”,O,1
"삼성·LG, 에볼라 퇴치에 스마트폰 기부",O,1
"""고배당주에 투자해 안정적인 수익률 추구""",X,0
"포항성모병원 ""그 성모 아닙니다""",X,0
"고영주, '문재인 공산주의' 발언… 대법원 ""명예훼손 아니다""",X,0
"원화가치 석달새 5%급락…亞통화중 하락폭 가장 커
",X,0
"대입 앞둔 고3 수험생, 신종플루 비껴가기",O,1
돼지인플루엔자 비상방역체계 돌입,O,1
"OPEC, 배럴당 22∼28달러 유지",X,0
'전기차 표준을 이끄는 국제전기자동차엑스포로',X,0
"[Hit터뷰] ""1년 내내 명절 준비"" CJ제일제당 '스팸 세트' 부동의 1위 비결은",X,0
해외IB “올해말 코스피 2200~2300선 예상…소비재주·금융주·건설주 추천”,X,0
"대유위니아, 전년비 매출 26.3% 증가 ""올해 매출 5200억 달성 무난""",X,0
"부산 메르스, 28일 오전 기준 관리대상 총 34명 집계 '시민 불안감에도 안정기에 접어들어'",O,1
불황 없는 프랜차이즈 본초불닭발 평택용이점,O,1
[K-뷰티 사드리스크②]'中특수' 업은 화장품 상장러시 제동?,X,0
"오리온, 2021년 하반기 대졸신입사원 공개채용",X,0
지카바이러스 감염증 유입 대비 국민 참여 모기 방제 대책 수립,O,1
[포토] 결핵퇴치 상징 ‘빨간 신발끈’ 묶기 캠페인 열려,X,0
교사들 뿔났다… 학생과 함께있는데 우선접종 제외,O,1
"에볼라 바이러스 발병국 남성, 입국 후 행방 묘연… “방역에 구멍 뚫렸다”",O,1
"명절 하루평균 40명 확진.. 市 ""증상땐 지체없이 검사""",O,1
BNK 추석 특별대출 2000억 추가 지원,X,0
"""국가·사회서 받은 혜택 이젠 청년들에게""",X,0
"""'이건희 회장 기부금 받았으니 감염병병원 예산 깎자' 제안…복지부 정책 의지 없어""",O,1
"쿠쿠전자, 3Q 실적 고려해 이익 추정치 하향…목표가↓-삼성",X,0
‘봄 불청객’ 황사 잡아라,X,0
"[특징주]하나제약, 페노피브레이트 코로나 19 예방 관련주로 부각",O,1
[서울경제TV] 7월 소비자심리지수 소폭개선… ‘메르스 진정’,O,1
"전주교도소, 출소예정 수형자 대상 '구인구직 만남의 날'",X,0
가족여행 모임 연쇄감염 확인...부산 14일 45명 추가 확진,O,1
中企박람회 G페어 2009 24일 개막,X,0
[포토] 중대본회의 참석하는 김부겸 총리,X,0
KT '감염병 확산방지' 아프리카서 첫발 뗐다,O,1
"부산 에볼라, 라이베리아 남성 실종에 한국도 에볼라 공포",O,1
골프장 사스 특수,X,0
수도권 증가세에 방역당국 “숨은 감염·등교 등 원인”,O,1
"오바마, '에볼라 차르' 임명 수용 시사",O,1
[속보] 최근 1주간 돌파감염 추정 1892명…누적 7772명,O,1
7월 사업체 종사자 27만명↑…임시·일용직이 19만명,X,0
주요 연합뉴스(3월6일.목) <08:00∼15:00>,X,0
"농식품부, 가축전염병 특별방역대책 추진",O,1
"치료비는 중국서 부담, 10번째 메르스 환자 완치...""3차례 바이러스 검사 모두 음성""",O,1
천 개의 의자가 있는 마을... 제주도에 이런 곳이,X,0
집단탈출한 '에볼라 환자' 행방은?…지역사회 격리 검토,O,1
김포 돼지농가서 또 구제역 검출,O,1
[속보] 지카 바이러스 두번째 환자 발생…20세 남성,O,1
하청업체 피해 신속구제… 대기업 ‘단가 후려치기’에 철퇴 [심층기획],X,0
"국민 88.6% “메르스 정보 공개, 투명·신속하지 않아”",O,1
"[현장에서] 메르스 책임, 고스란히 떠안은 삼성서울병원",O,1
"마통 위상 '뚝'…주요 은행들, 줄줄이 한도 하향",X,0
[아침뉴스타임 헤드라인],X,0
"대구시, 경북대 등과 중국 유학생 유치 나서",X,0
소화함 퍼포먼스 벌이는 독도 해양경찰,X,0
"KIA, 한일 챔프전 앞두고 컨디션 고민",X,0
"박근혜 대통령 ""통일 한반도, 세계 평화의 초석""",X,0
창원시 신종플루 긴급대책회의,X,0
추석 대목 맞은 전통시장 모처럼 '활기'...방역 걱정도,X,0
“비오니까 아파트 주차장서 부침개”…차박캠핑 후기 민폐 논란 시끌,X,0
"'백신 의무화 반발' 공화당 주지사들에…바이든 ""매우 실망""",O,1
"쌍용건설, 건축·토목 등 신입·경력사원 50명 공채",X,0
"“비대면이 대세… 이번 추석, 집에서 뭐할까?”",O,1
홍용표 통일장관 '메르스 방역 잘되고 있나요?',O,1
"씨젠, 국내 방역 전시회서 이동형 현장검사실 공개",O,1
'월출산 한 눈에' 월출산국립공원 탐방안내소 오픈,X,0
"탱크 최경주, 여행업계에 '희망 메시지' 강연",X,0
